date,spot_price,front_price,basis,tau,tau_days,tau_bin,basis_var_21d,basis_vol_21d,structure,year,month_number,month_short,period_label
2021-08-12,69.12,69.08999633789062,-0.030003662109379547,0.031746031746031744,8,8-14d,0.007418846194681672,0.0861327242961795,Backwardation,2021,8,Aug,2021-08
2021-08-13,68.36,68.44000244140625,0.08000244140625057,0.027777777777777776,7,0-7d,0.008104584923689147,0.0900254681947789,Contango,2021,8,Aug,2021-08
2021-08-16,67.44,67.29000091552734,-0.14999908447265398,0.015873015873015872,4,0-7d,0.008285554902765219,0.09102502349774604,Backwardation,2021,8,Aug,2021-08
2021-08-17,66.5,66.58999633789062,0.089996337890625,0.011904761904761904,3,0-7d,0.009159790655974694,0.09570679524451069,Contango,2021,8,Aug,2021-08
2021-08-18,65.36,65.45999908447266,0.09999908447265682,0.007936507936507936,2,0-7d,0.009159803473205745,0.09570686220541214,Contango,2021,8,Aug,2021-08
2021-08-19,63.69,63.689998626708984,-1.3732910133512632e-06,0.003968253968253968,1,0-7d,0.008915964419723444,0.09442438466690393,Backwardation,2021,8,Aug,2021-08
2021-08-20,62.25,62.31999969482422,0.06999969482421875,0.0,0,,0.007351274572110366,0.08573957413067997,Contango,2021,8,Aug,2021-08
2021-08-23,65.65,65.63999938964844,-0.010000610351568184,0.11904761904761904,30,22-30d,0.006284604243345265,0.07927549585682366,Backwardation,2021,8,Aug,2021-08
2021-08-24,67.5,67.54000091552734,0.04000091552734375,0.11507936507936507,29,22-30d,0.0038446971468957362,0.062005621897500036,Contango,2021,8,Aug,2021-08
2021-08-25,68.54,68.36000061035156,-0.17999938964844375,0.1111111111111111,28,22-30d,0.005273257349236417,0.07261719733807148,Backwardation,2021,8,Aug,2021-08
2021-08-26,67.42,67.41999816894531,-1.8310546892053026e-06,0.10714285714285714,27,22-30d,0.005225637211814749,0.07228856902591688,Backwardation,2021,8,Aug,2021-08
2021-08-27,68.84,68.73999786376953,-0.10000213623047216,0.10317460317460317,26,22-30d,0.005558979191422721,0.07455856216037646,Backwardation,2021,8,Aug,2021-08
2021-08-30,69.28,69.20999908447266,-0.07000091552734489,0.09126984126984126,23,22-30d,0.005593277235951254,0.07478821588961228,Backwardation,2021,8,Aug,2021-08
2021-08-31,68.43,68.5,0.06999999999999318,0.0873015873015873,22,22-30d,0.005959004106193473,0.07719458599016821,Contango,2021,8,Aug,2021-08
2021-09-01,68.63,68.58999633789062,-0.04000366210937045,0.08333333333333333,21,15-21d,0.005785666268183218,0.07606356728541738,Backwardation,2021,9,Sep,2021-09
2021-09-02,70.07,69.98999786376953,-0.08000213623046193,0.07936507936507936,20,15-21d,0.00595901381383694,0.07719464886789071,Backwardation,2021,9,Sep,2021-09
2021-09-03,69.34,69.29000091552734,-0.04999908447265966,0.07539682539682539,19,15-21d,0.006004725570642569,0.07749016434775816,Backwardation,2021,9,Sep,2021-09
2021-09-07,68.49,68.3499984741211,-0.14000152587890113,0.05952380952380952,15,15-21d,0.006591405795856919,0.08118747314615056,Backwardation,2021,9,Sep,2021-09
2021-09-08,69.36,69.30000305175781,-0.05999694824218693,0.05555555555555555,14,8-14d,0.00650474808089674,0.08065201845519268,Backwardation,2021,9,Sep,2021-09
2021-09-09,68.26,68.13999938964844,-0.12000061035156762,0.051587301587301584,13,8-14d,0.0069199876437620045,0.0831864631040532,Backwardation,2021,9,Sep,2021-09
2021-09-10,69.82,69.72000122070312,-0.09999877929686818,0.047619047619047616,12,8-14d,0.007139023557293765,0.08449274263091337,Backwardation,2021,9,Sep,2021-09
2021-09-13,70.54,70.44999694824219,-0.09000305175781875,0.03571428571428571,9,8-14d,0.007296181251625305,0.08541768699528983,Backwardation,2021,9,Sep,2021-09
2021-09-14,70.53,70.45999908447266,-0.07000091552734489,0.031746031746031744,8,8-14d,0.006639001998152092,0.08148007117174169,Backwardation,2021,9,Sep,2021-09
2021-09-15,72.59,72.61000061035156,0.02000061035155909,0.027777777777777776,7,0-7d,0.006185695542038997,0.07864919288866858,Contango,2021,9,Sep,2021-09
2021-09-16,72.69,72.61000061035156,-0.07999938964843523,0.023809523809523808,6,0-7d,0.005449061841259568,0.07381776101494524,Backwardation,2021,9,Sep,2021-09
2021-09-17,72.09,71.97000122070312,-0.11999877929687841,0.01984126984126984,5,0-7d,0.004621435963660259,0.06798114417733979,Backwardation,2021,9,Sep,2021-09
2021-09-20,70.41,70.29000091552734,-0.11999908447265284,0.007936507936507936,2,0-7d,0.00467286128718979,0.06835833004974441,Backwardation,2021,9,Sep,2021-09
2021-09-21,70.51,70.55999755859375,0.049997558593744884,0.003968253968253968,1,0-7d,0.004434742536232049,0.06659386260183478,Contango,2021,9,Sep,2021-09
2021-09-22,72.37,72.2300033569336,-0.1399966430664108,0.0,0,,0.004595667335798576,0.06779135148231355,Backwardation,2021,9,Sep,2021-09
2021-09-23,73.43,73.30000305175781,-0.12999694824219432,0.10714285714285714,27,22-30d,0.004174682693878364,0.0646117844814579,Backwardation,2021,9,Sep,2021-09
2021-09-24,74.18,73.9800033569336,-0.19999664306641307,0.10317460317460317,26,22-30d,0.004406075298736065,0.06637827429766509,Backwardation,2021,9,Sep,2021-09
2021-09-27,75.54,75.44999694824219,-0.09000305175781875,0.09126984126984126,23,22-30d,0.004118949865966266,0.06417904538060898,Backwardation,2021,9,Sep,2021-09
2021-09-28,75.44,75.29000091552734,-0.14999908447265398,0.0873015873015873,22,22-30d,0.004342748635785125,0.06589953441250647,Backwardation,2021,9,Sep,2021-09
2021-09-29,75.06,74.83000183105469,-0.22999816894531477,0.08333333333333333,21,15-21d,0.00537891574432588,0.0733410917857505,Backwardation,2021,9,Sep,2021-09
2021-09-30,75.22,75.02999877929688,-0.19000122070312386,0.07936507936507936,20,15-21d,0.004462740614209878,0.06680374700725909,Backwardation,2021,9,Sep,2021-09
2021-10-01,76.01,75.87999725341797,-0.13000274658203637,0.07539682539682539,19,15-21d,0.004295629538638783,0.06554105231561959,Backwardation,2021,10,Oct,2021-10
2021-10-04,77.68,77.62000274658203,-0.05999725341797557,0.06349206349206349,16,15-21d,0.0043661229933590305,0.06607664484035967,Backwardation,2021,10,Oct,2021-10
2021-10-05,79.17,78.93000030517578,-0.23999969482422046,0.05952380952380952,15,15-21d,0.005044692183960553,0.07102599653620183,Backwardation,2021,10,Oct,2021-10
2021-10-06,77.66,77.43000030517578,-0.22999969482421534,0.05555555555555555,14,8-14d,0.005666117267479605,0.07527361601171824,Backwardation,2021,10,Oct,2021-10
2021-10-07,78.46,78.30000305175781,-0.15999694824218125,0.051587301587301584,13,8-14d,0.005561329350115352,0.0745743209832671,Backwardation,2021,10,Oct,2021-10
2021-10-08,79.55,79.3499984741211,-0.2000015258789034,0.047619047619047616,12,8-14d,0.0058432493128174655,0.07644114934259862,Backwardation,2021,10,Oct,2021-10
2021-10-11,80.64,80.5199966430664,-0.12000335693359432,0.03571428571428571,9,8-14d,0.005808958483829665,0.07621652369289526,Backwardation,2021,10,Oct,2021-10
2021-10-12,80.75,80.63999938964844,-0.1100006103515625,0.031746031746031744,8,8-14d,0.005752779022524347,0.07584707655885194,Backwardation,2021,10,Oct,2021-10
2021-10-13,80.67,80.44000244140625,-0.2299975585937517,0.027777777777777776,7,0-7d,0.006034671824571765,0.077683150197271,Backwardation,2021,10,Oct,2021-10
2021-10-14,81.43,81.30999755859375,-0.12000244140625682,0.023809523809523808,6,0-7d,0.0047813294816859584,0.06914715816059225,Backwardation,2021,10,Oct,2021-10
2021-10-15,82.39,82.27999877929688,-0.11000122070312557,0.01984126984126984,5,0-7d,0.004635608046245501,0.06808529978083008,Backwardation,2021,10,Oct,2021-10
2021-10-18,82.62,82.44000244140625,-0.17999755859375455,0.007936507936507936,2,0-7d,0.004661312392140228,0.06827380458228638,Backwardation,2021,10,Oct,2021-10
2021-10-19,83.19,82.95999908447266,-0.23000091552734148,0.003968253968253968,1,0-7d,0.004938938778555398,0.07027758375581361,Backwardation,2021,10,Oct,2021-10
2021-10-20,84.4,83.87000274658203,-0.5299972534179744,0.0,0,,0.009219862981520407,0.09602011758751604,Backwardation,2021,10,Oct,2021-10
2021-10-21,82.64,82.5,-0.14000000000000057,0.12698412698412698,32,31-45d,0.009219849553346997,0.0960200476637405,Backwardation,2021,10,Oct,2021-10
2021-10-22,84.53,83.76000213623047,-0.7699978637695324,0.12301587301587301,31,31-45d,0.02552448597252126,0.15976384438452043,Backwardation,2021,10,Oct,2021-10
2021-10-25,84.64,83.76000213623047,-0.8799978637695318,0.1111111111111111,28,22-30d,0.046831018942822725,0.21640475720931535,Backwardation,2021,10,Oct,2021-10
2021-10-26,85.64,84.6500015258789,-0.9899984741210943,0.10714285714285714,27,22-30d,0.0716452739210621,0.26766634812964835,Backwardation,2021,10,Oct,2021-10
2021-10-27,82.66,82.66000366210938,3.662109378410605e-06,0.10317460317460317,26,22-30d,0.07475250092002649,0.27340903591510374,Contango,2021,10,Oct,2021-10
2021-10-28,82.78,82.80999755859375,0.029997558593748863,0.0992063492063492,25,22-30d,0.07923431276348858,0.2814859015359181,Contango,2021,10,Oct,2021-10
2021-10-29,83.5,83.56999969482422,0.06999969482421875,0.09523809523809523,24,22-30d,0.08443430198050852,0.2905758110726158,Contango,2021,10,Oct,2021-10
2021-11-01,84.08,84.05000305175781,-0.029996948242185795,0.08333333333333333,21,15-21d,0.08614868346165029,0.29351095969597163,Backwardation,2021,11,Nov,2021-11
2021-11-02,83.91,83.91000366210938,3.662109378410605e-06,0.07936507936507936,20,15-21d,0.08745443284281113,0.2957269565711099,Contango,2021,11,Nov,2021-11
2021-11-03,80.82,80.86000061035156,0.04000061035156932,0.07539682539682539,19,15-21d,0.09136109685008147,0.3022599822174306,Contango,2021,11,Nov,2021-11
2021-11-04,78.88,78.80999755859375,-0.07000244140624545,0.07142857142857142,18,15-21d,0.09262580960748146,0.30434488595585346,Backwardation,2021,11,Nov,2021-11
2021-11-05,81.25,81.2699966430664,0.01999664306640625,0.06746031746031746,17,15-21d,0.0953428452611045,0.3087763677179724,Contango,2021,11,Nov,2021-11
2021-11-08,81.96,81.93000030517578,-0.029999694824212497,0.05555555555555555,14,8-14d,0.09700237113402767,0.3114520366509548,Backwardation,2021,11,Nov,2021-11
2021-11-09,84.12,84.1500015258789,0.030001525878901703,0.051587301587301584,13,8-14d,0.09940242833200706,0.3152815064858817,Contango,2021,11,Nov,2021-11
2021-11-10,81.23,81.33999633789062,0.10999633789062102,0.047619047619047616,12,8-14d,0.10371850042987023,0.3220535676403387,Contango,2021,11,Nov,2021-11
2021-11-11,81.47,81.58999633789062,0.11999633789062614,0.04365079365079365,11,8-14d,0.10818505716115354,0.32891496949995075,Contango,2021,11,Nov,2021-11
2021-11-12,80.87,80.79000091552734,-0.0799990844726608,0.03968253968253968,10,8-14d,0.10847841110078157,0.32936060951604634,Backwardation,2021,11,Nov,2021-11
2021-11-15,80.85,80.87999725341797,0.029997253417974434,0.027777777777777776,7,0-7d,0.11028502633840905,0.332091894418411,Contango,2021,11,Nov,2021-11
2021-11-16,80.76,80.76000213623047,2.1362304636340923e-06,0.023809523809523808,6,0-7d,0.11157077532690667,0.33402211802050874,Contango,2021,11,Nov,2021-11
2021-11-17,78.32,78.36000061035156,0.04000061035156932,0.01984126984126984,5,0-7d,0.11307505816375656,0.33626635003187066,Contango,2021,11,Nov,2021-11
2021-11-18,78.92,79.01000213623047,0.09000213623046704,0.015873015873015872,4,0-7d,0.10746567322361378,0.3278195741922892,Contango,2021,11,Nov,2021-11
2021-11-19,76.11,76.0999984741211,-0.010001525878905682,0.011904761904761904,3,0-7d,0.1079423212601786,0.3285457673752298,Backwardation,2021,11,Nov,2021-11
2021-11-22,76.74,76.75,0.010000000000005116,0.0,0,,0.08532245462179928,0.2921000763810227,Contango,2021,11,Nov,2021-11
2021-11-23,78.32,78.5,0.18000000000000682,0.11507936507936507,29,22-30d,0.05311881782726453,0.23047520002652028,Contango,2021,11,Nov,2021-11
2021-11-24,78.32,78.38999938964844,0.06999938964844432,0.1111111111111111,28,22-30d,0.003904685209386835,0.06248748042117585,Contango,2021,11,Nov,2021-11
2021-11-29,69.88,69.94999694824219,0.06999694824219205,0.09126984126984126,23,22-30d,0.003931353285294466,0.06270050466538898,Contango,2021,11,Nov,2021-11
2021-11-30,66.14,66.18000030517578,0.04000030517578068,0.0873015873015873,22,22-30d,0.003933257858085307,0.06271569068491,Contango,2021,11,Nov,2021-11
2021-12-01,65.44,65.56999969482422,0.12999969482422102,0.08333333333333333,21,15-21d,0.004324686342320803,0.06576234745141632,Contango,2021,12,Dec,2021-12
2021-12-02,66.6,66.5,-0.09999999999999432,0.07936507936507936,20,15-21d,0.005021370156383361,0.07086162682569008,Backwardation,2021,12,Dec,2021-12
2021-12-03,66.39,66.26000213623047,-0.12999786376953182,0.07539682539682539,19,15-21d,0.006253245548237833,0.07907746548946692,Backwardation,2021,12,Dec,2021-12
2021-12-06,69.62,69.48999786376953,-0.1300021362304733,0.06349206349206349,16,15-21d,0.0074027911415515376,0.08603947432168293,Backwardation,2021,12,Dec,2021-12
2021-12-07,71.94,72.05000305175781,0.11000305175781477,0.05952380952380952,15,15-21d,0.0073513756495320794,0.08574016357304247,Contango,2021,12,Dec,2021-12
2021-12-08,72.43,72.36000061035156,-0.06999938964844432,0.05555555555555555,14,8-14d,0.0078013656218955205,0.08832533963645722,Backwardation,2021,12,Dec,2021-12
2021-12-09,70.87,70.94000244140625,0.07000244140624545,0.051587301587301584,13,8-14d,0.0077489986643268245,0.0880283969201236,Contango,2021,12,Dec,2021-12
2021-12-10,71.71,71.66999816894531,-0.04000183105468125,0.047619047619047616,12,8-14d,0.007965675619772065,0.08925063372196337,Backwardation,2021,12,Dec,2021-12
2021-12-13,71.19,71.29000091552734,0.10000091552734602,0.03571428571428571,9,8-14d,0.00788476153054875,0.08879617970694882,Contango,2021,12,Dec,2021-12
2021-12-14,70.57,70.7300033569336,0.16000335693360057,0.031746031746031744,8,8-14d,0.008345793634837007,0.09135531530697602,Contango,2021,12,Dec,2021-12
2021-12-15,70.89,70.87000274658203,-0.01999725341796932,0.027777777777777776,7,0-7d,0.007882931260666397,0.0887858730917616,Backwardation,2021,12,Dec,2021-12
2021-12-16,72.34,72.37999725341797,0.03999725341796534,0.023809523809523808,6,0-7d,0.007889118597905974,0.08882071041095074,Contango,2021,12,Dec,2021-12
2021-12-17,70.93,70.86000061035156,-0.06999938964844432,0.01984126984126984,5,0-7d,0.008325787662227196,0.09124575421479729,Backwardation,2021,12,Dec,2021-12
2021-12-20,68.69,68.2300033569336,-0.459996643066404,0.007936507936507936,2,0-7d,0.019516122455030423,0.13970011615968836,Backwardation,2021,12,Dec,2021-12
2021-12-21,71.1,71.12000274658203,0.020002746582036934,0.003968253968253968,1,0-7d,0.019132778629583756,0.1383212876949306,Contango,2021,12,Dec,2021-12
2021-12-22,72.82,72.76000213623047,-0.05999786376952443,0.0,0,,0.019294672841029974,0.13890526570663178,Backwardation,2021,12,Dec,2021-12
2021-12-23,73.89,73.79000091552734,-0.09999908447265682,0.1111111111111111,28,22-30d,0.01971895742178571,0.14042420525602312,Backwardation,2021,12,Dec,2021-12
2021-12-27,75.49,75.56999969482422,0.07999969482422387,0.09523809523809523,24,22-30d,0.01830467582013261,0.13529477380938484,Contango,2021,12,Dec,2021-12
2021-12-28,76.01,75.9800033569336,-0.029996643066411366,0.09126984126984126,23,22-30d,0.017942779458064266,0.13395066053612525,Backwardation,2021,12,Dec,2021-12
2021-12-29,76.58,76.55999755859375,-0.020002441406248295,0.0873015873015873,22,22-30d,0.017531386373997628,0.13240614175331003,Backwardation,2021,12,Dec,2021-12
2021-12-30,76.83,76.98999786376953,0.15999786376953296,0.08333333333333333,21,15-21d,0.018971335976826494,0.13773647293591662,Contango,2021,12,Dec,2021-12
2021-12-31,75.33,75.20999908447266,-0.12000091552734204,0.07936507936507936,20,15-21d,0.01826898782366018,0.1351628196793045,Backwardation,2021,12,Dec,2021-12
2022-01-03,75.99,76.08000183105469,0.09000183105469262,0.06746031746031746,17,15-21d,0.018639945988441587,0.13652818752346194,Contango,2022,1,Jan,2022-01
2022-01-04,77.0,76.98999786376953,-0.01000213623046875,0.06349206349206349,16,15-21d,0.018005673963786113,0.13418522259841473,Backwardation,2022,1,Jan,2022-01
2022-01-05,77.83,77.8499984741211,0.019998474121095455,0.05952380952380952,15,15-21d,0.017341348271321312,0.13168655311504404,Contango,2022,1,Jan,2022-01
2022-01-06,79.47,79.45999908447266,-0.010000915527342613,0.05555555555555555,14,8-14d,0.01662131853828488,0.12892369269565965,Backwardation,2022,1,Jan,2022-01
2022-01-07,79.0,78.9000015258789,-0.09999847412109375,0.051587301587301584,13,8-14d,0.016835596012876358,0.1297520559100177,Backwardation,2022,1,Jan,2022-01
2022-01-10,78.11,78.2300033569336,0.12000335693359432,0.03968253968253968,10,8-14d,0.017376093871048586,0.13181841248872855,Contango,2022,1,Jan,2022-01
2022-01-11,81.17,81.22000122070312,0.050001220703123295,0.03571428571428571,9,8-14d,0.017508947017267937,0.13232137777875477,Contango,2022,1,Jan,2022-01
2022-01-12,82.51,82.63999938964844,0.12999938964843238,0.031746031746031744,8,8-14d,0.01787464113239603,0.13369607747572862,Contango,2022,1,Jan,2022-01
2022-01-13,81.97,82.12000274658203,0.1500027465820324,0.027777777777777776,7,0-7d,0.01771320028112709,0.13309094740487457,Contango,2022,1,Jan,2022-01
2022-01-14,83.82,83.81999969482422,-3.0517577442878974e-07,0.023809523809523808,6,0-7d,0.017705583761898937,0.13306233036400247,Backwardation,2022,1,Jan,2022-01
2022-01-18,85.42,85.43000030517578,0.010000305175779545,0.007936507936507936,2,0-7d,0.017611312913496817,0.13270762191184354,Contango,2022,1,Jan,2022-01
2022-01-19,86.84,86.95999908447266,0.11999908447265284,0.003968253968253968,1,0-7d,0.0181360567984662,0.13467017783632054,Contango,2022,1,Jan,2022-01
2022-01-20,86.29,86.9000015258789,0.6100015258789,0.0,0,,0.023231494536436963,0.15241881293474557,Contango,2022,1,Jan,2022-01
2022-01-21,85.16,85.13999938964844,-0.02000061035155909,0.12698412698412698,32,31-45d,0.02343912821772717,0.15309842656842418,Backwardation,2022,1,Jan,2022-01
2022-01-24,84.48,83.30999755859375,-1.170002441406254,0.11507936507936507,29,22-30d,0.09442660092644667,0.30728911618611987,Backwardation,2022,1,Jan,2022-01
2022-01-25,86.61,85.5999984741211,-1.0100015258789057,0.1111111111111111,28,22-30d,0.14278675976325278,0.3778713534567721,Backwardation,2022,1,Jan,2022-01
2022-01-26,88.33,87.3499984741211,-0.9800015258789045,0.10714285714285714,27,22-30d,0.18301641924531237,0.4278041832957134,Backwardation,2022,1,Jan,2022-01
2022-01-27,87.61,86.61000061035156,-0.9999993896484369,0.10317460317460317,26,22-30d,0.22144679562818523,0.47058133795145896,Backwardation,2022,1,Jan,2022-01
2022-01-28,87.67,86.81999969482422,-0.850000305175783,0.0992063492063492,25,22-30d,0.24413350281031554,0.49409867719952005,Backwardation,2022,1,Jan,2022-01
2022-01-31,89.16,88.1500015258789,-1.0099984741210903,0.0873015873015873,22,22-30d,0.26937202584663134,0.519010622094222,Backwardation,2022,1,Jan,2022-01
2022-02-01,88.22,88.19999694824219,-0.020003051757811363,0.08333333333333333,21,15-21d,0.2710195899339676,0.5205954186640213,Backwardation,2022,2,Feb,2022-02
2022-02-02,88.16,88.26000213623047,0.10000213623047216,0.07936507936507936,20,15-21d,0.27134674480928533,0.520909536108992,Contango,2022,2,Feb,2022-02
2022-02-03,90.17,90.2699966430664,0.09999664306640454,0.07539682539682539,19,15-21d,0.27436382477147925,0.523797503594165,Contango,2022,2,Feb,2022-02
2022-02-04,92.27,92.30999755859375,0.03999755859375398,0.07142857142857142,18,15-21d,0.2748761785488539,0.5242863516713494,Contango,2022,2,Feb,2022-02
2022-02-07,91.25,91.31999969482422,0.06999969482421875,0.05952380952380952,15,15-21d,0.27690666639410916,0.5262192189516733,Contango,2022,2,Feb,2022-02
2022-02-08,89.32,89.36000061035156,0.04000061035156932,0.05555555555555555,14,8-14d,0.2795466660161622,0.5287217283374707,Contango,2022,2,Feb,2022-02
2022-02-09,89.57,89.66000366210938,0.09000366210938182,0.051587301587301584,13,8-14d,0.27858380768177826,0.5278103898956312,Contango,2022,2,Feb,2022-02
2022-02-10,89.83,89.87999725341797,0.049997253417970455,0.047619047619047616,12,8-14d,0.27858370188771503,0.5278102896758597,Contango,2022,2,Feb,2022-02
2022-02-11,93.1,93.0999984741211,-1.5258789005656581e-06,0.04365079365079365,11,8-14d,0.27488178031214344,0.5242916939187034,Backwardation,2022,2,Feb,2022-02
2022-02-14,95.52,95.45999908447266,-0.06000091552733977,0.031746031746031744,8,8-14d,0.26915165139666863,0.5187982762082664,Backwardation,2022,2,Feb,2022-02
2022-02-15,92.07,92.06999969482422,-3.0517577442878974e-07,0.027777777777777776,7,0-7d,0.26915165139666863,0.5187982762082664,Backwardation,2022,2,Feb,2022-02
2022-02-16,93.83,93.66000366210938,-0.1699963378906233,0.023809523809523808,6,0-7d,0.2663230885138436,0.5160650041553327,Backwardation,2022,2,Feb,2022-02
2022-02-17,91.78,91.76000213623047,-0.019997863769532387,0.01984126984126984,5,0-7d,0.2621964987808222,0.512051265774065,Backwardation,2022,2,Feb,2022-02
2022-02-18,91.26,91.06999969482422,-0.19000030517578637,0.015873015873015872,4,0-7d,0.2240249107621497,0.4733126987121196,Backwardation,2022,2,Feb,2022-02
2022-02-22,92.11,92.3499984741211,0.23999847412109432,0.0,0,,0.23416485654265098,0.4839058343755022,Contango,2022,2,Feb,2022-02
2022-02-23,92.14,92.0999984741211,-0.04000152587890682,0.10714285714285714,27,22-30d,0.19369987793387036,0.4401134830175853,Backwardation,2022,2,Feb,2022-02
2022-02-24,92.77,92.80999755859375,0.03999755859375398,0.10317460317460317,26,22-30d,0.16324973358587472,0.404041747330489,Contango,2022,2,Feb,2022-02
2022-02-25,91.68,91.58999633789062,-0.09000366210938182,0.0992063492063492,25,22-30d,0.1288786709933312,0.3589967562434669,Backwardation,2022,2,Feb,2022-02
2022-02-28,96.13,95.72000122070312,-0.40999877929687045,0.0873015873015873,22,22-30d,0.09398443063406349,0.3065688024474498,Backwardation,2022,2,Feb,2022-02
2022-03-01,103.66,103.41000366210938,-0.2499963378906216,0.08333333333333333,21,15-21d,0.06609865403516793,0.2570965850321002,Backwardation,2022,3,Mar,2022-03
2022-03-02,110.74,110.5999984741211,-0.14000152587890113,0.07936507936507936,20,15-21d,0.02044455754429681,0.14298446609438667,Backwardation,2022,3,Mar,2022-03
2022-03-03,107.69,107.66999816894531,-0.020001831054685226,0.07539682539682539,19,15-21d,0.020444558706619317,0.14298447015889285,Backwardation,2022,3,Mar,2022-03
2022-03-04,115.77,115.68000030517578,-0.08999969482421477,0.07142857142857142,18,15-21d,0.019702616146218842,0.14036600780181377,Backwardation,2022,3,Mar,2022-03
2022-03-07,119.26,119.4000015258789,0.14000152587890113,0.05952380952380952,15,15-21d,0.020333166915552096,0.14259441404049492,Contango,2022,3,Mar,2022-03
2022-03-08,123.64,123.69999694824219,0.05999694824218693,0.05555555555555555,14,8-14d,0.020505537550239497,0.14319754729128392,Contango,2022,3,Mar,2022-03
2022-03-09,108.81,108.69999694824219,-0.11000305175781477,0.051587301587301584,13,8-14d,0.020145556907482577,0.14193504467707255,Backwardation,2022,3,Mar,2022-03
2022-03-10,105.93,106.0199966430664,0.08999664306639943,0.047619047619047616,12,8-14d,0.020685985636221753,0.14382623417242682,Contango,2022,3,Mar,2022-03
2022-03-11,109.31,109.33000183105469,0.020001831054685226,0.04365079365079365,11,8-14d,0.019995944189832117,0.1414070160558949,Contango,2022,3,Mar,2022-03
2022-03-14,103.22,103.01000213623047,-0.2099978637695301,0.031746031746031744,8,8-14d,0.020738781714352613,0.1440096584064854,Backwardation,2022,3,Mar,2022-03
2022-03-15,96.42,96.44000244140625,0.020002441406248295,0.027777777777777776,7,0-7d,0.020873095606840978,0.14447524219339788,Contango,2022,3,Mar,2022-03
2022-03-16,94.85,95.04000091552734,0.19000091552734943,0.023809523809523808,6,0-7d,0.023765978297302714,0.15416218179989122,Contango,2022,3,Mar,2022-03
2022-03-17,102.97,102.9800033569336,0.010003356933594887,0.01984126984126984,5,0-7d,0.023815521813037418,0.154322784490941,Contango,2022,3,Mar,2022-03
2022-03-18,104.69,104.69999694824219,0.009996948242189774,0.015873015873015872,4,0-7d,0.023095556254021234,0.15197222198158858,Contango,2022,3,Mar,2022-03
2022-03-21,112.14,112.12000274658203,-0.01999725341796932,0.003968253968253968,1,0-7d,0.023095557213310098,0.1519722251377208,Backwardation,2022,3,Mar,2022-03
2022-03-22,111.03,111.76000213623047,0.7300021362304676,0.0,0,,0.04920620430249317,0.2218247152652138,Contango,2022,3,Mar,2022-03
2022-03-23,114.89,114.93000030517578,0.04000030517578068,0.1111111111111111,28,22-30d,0.046472906456647756,0.21557575572556334,Contango,2022,3,Mar,2022-03
2022-03-24,114.2,112.33999633789062,-1.8600036621093778,0.10714285714285714,27,22-30d,0.21122688808560036,0.4595942646352328,Backwardation,2022,3,Mar,2022-03
2022-03-25,116.2,113.9000015258789,-2.2999984741210966,0.10317460317460317,26,22-30d,0.44199516347897105,0.6648271681264019,Backwardation,2022,3,Mar,2022-03
2022-03-28,107.55,105.95999908447266,-1.590000915527341,0.09126984126984126,23,22-30d,0.5327096427612364,0.729869606684123,Backwardation,2022,3,Mar,2022-03
2022-03-29,104.25,104.23999786376953,-0.01000213623046875,0.0873015873015873,22,22-30d,0.5347667462654211,0.731277475562745,Backwardation,2022,3,Mar,2022-03
2022-03-30,107.81,107.81999969482422,0.009999694824216476,0.08333333333333333,21,15-21d,0.5380353135370913,0.7335089048792055,Contango,2022,3,Mar,2022-03
2022-03-31,100.53,100.27999877929688,-0.25000122070312614,0.07936507936507936,20,15-21d,0.5375167568150493,0.7331553428947029,Backwardation,2022,3,Mar,2022-03
2022-04-01,99.32,99.2699966430664,-0.05000335693358693,0.07539682539682539,19,15-21d,0.5368853033212979,0.7327245753496315,Backwardation,2022,4,Apr,2022-04
2022-04-04,103.29,103.27999877929688,-0.010001220703131253,0.06349206349206349,16,15-21d,0.5384395578786181,0.7337844083098374,Backwardation,2022,4,Apr,2022-04
2022-04-05,101.98,101.95999908447266,-0.02000091552734773,0.05952380952380952,15,15-21d,0.5335404248101886,0.7304385154208317,Backwardation,2022,4,Apr,2022-04
2022-04-06,96.39,96.2300033569336,-0.15999664306640682,0.05555555555555555,14,8-14d,0.5290253089744514,0.7273412603272631,Backwardation,2022,4,Apr,2022-04
2022-04-07,96.05,96.02999877929688,-0.020001220703122158,0.051587301587301584,13,8-14d,0.5307653258023383,0.7285364272308821,Backwardation,2022,4,Apr,2022-04
2022-04-08,98.35,98.26000213623047,-0.08999786376952557,0.047619047619047616,12,8-14d,0.5260769102746037,0.7253115952986025,Backwardation,2022,4,Apr,2022-04
2022-04-11,94.22,94.29000091552734,0.07000091552734489,0.03571428571428571,9,8-14d,0.5276197449796685,0.7263743834825596,Contango,2022,4,Apr,2022-04
2022-04-12,100.52,100.5999984741211,0.07999847412109773,0.031746031746031744,8,8-14d,0.5331434906490042,0.7301667553709935,Contango,2022,4,Apr,2022-04
2022-04-13,104.26,104.25,-0.010000000000005116,0.027777777777777776,7,0-7d,0.5323805676314662,0.7296441376667575,Backwardation,2022,4,Apr,2022-04
2022-04-14,106.84,106.94999694824219,0.10999694824218409,0.023809523809523808,6,0-7d,0.5291651770649406,0.7274374042245426,Contango,2022,4,Apr,2022-04
2022-04-18,108.24,108.20999908447266,-0.030000915527338634,0.007936507936507936,2,0-7d,0.5281860184193483,0.7267640734236581,Backwardation,2022,4,Apr,2022-04
