date,price,year,month_number,month_short,period_label,series,sort_order
2020-10-14,40.86,2020,10,Oct,2020-10,Spot,1
2020-10-14,41.040000915527344,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-15,40.84,2020,10,Oct,2020-10,Spot,1
2020-10-15,40.959999084472656,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-16,40.7,2020,10,Oct,2020-10,Spot,1
2020-10-16,40.880001068115234,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-19,40.69,2020,10,Oct,2020-10,Spot,1
2020-10-19,40.83000183105469,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-20,41.37,2020,10,Oct,2020-10,Spot,1
2020-10-20,41.459999084472656,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-21,39.88,2020,10,Oct,2020-10,Spot,1
2020-10-21,40.029998779296875,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-22,40.46,2020,10,Oct,2020-10,Spot,1
2020-10-22,40.63999938964844,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-23,39.73,2020,10,Oct,2020-10,Spot,1
2020-10-23,39.849998474121094,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-26,38.39,2020,10,Oct,2020-10,Spot,1
2020-10-26,38.560001373291016,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-27,39.34,2020,10,Oct,2020-10,Spot,1
2020-10-27,39.56999969482422,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-28,37.27,2020,10,Oct,2020-10,Spot,1
2020-10-28,37.38999938964844,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-29,35.94,2020,10,Oct,2020-10,Spot,1
2020-10-29,36.16999816894531,2020,10,Oct,2020-10,Front-Month Futures,2
2020-10-30,35.64,2020,10,Oct,2020-10,Spot,1
2020-10-30,35.790000915527344,2020,10,Oct,2020-10,Front-Month Futures,2
2020-11-02,36.6,2020,11,Nov,2020-11,Spot,1
2020-11-02,36.810001373291016,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-03,37.44,2020,11,Nov,2020-11,Spot,1
2020-11-03,37.65999984741211,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-04,38.97,2020,11,Nov,2020-11,Spot,1
2020-11-04,39.150001525878906,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-05,38.56,2020,11,Nov,2020-11,Spot,1
2020-11-05,38.790000915527344,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-06,36.97,2020,11,Nov,2020-11,Spot,1
2020-11-06,37.13999938964844,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-09,40.05,2020,11,Nov,2020-11,Spot,1
2020-11-09,40.290000915527344,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-10,41.18,2020,11,Nov,2020-11,Spot,1
2020-11-10,41.36000061035156,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-11,41.23,2020,11,Nov,2020-11,Spot,1
2020-11-11,41.45000076293945,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-12,40.9,2020,11,Nov,2020-11,Spot,1
2020-11-12,41.119998931884766,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-13,39.93,2020,11,Nov,2020-11,Spot,1
2020-11-13,40.130001068115234,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-16,41.14,2020,11,Nov,2020-11,Spot,1
2020-11-16,41.34000015258789,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-17,41.24,2020,11,Nov,2020-11,Spot,1
2020-11-17,41.43000030517578,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-18,41.64,2020,11,Nov,2020-11,Spot,1
2020-11-18,41.81999969482422,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-19,41.57,2020,11,Nov,2020-11,Spot,1
2020-11-19,41.7400016784668,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-20,41.99,2020,11,Nov,2020-11,Spot,1
2020-11-20,42.150001525878906,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-23,42.91,2020,11,Nov,2020-11,Spot,1
2020-11-23,43.060001373291016,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-24,44.71,2020,11,Nov,2020-11,Spot,1
2020-11-24,44.90999984741211,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-25,45.58,2020,11,Nov,2020-11,Spot,1
2020-11-25,45.709999084472656,2020,11,Nov,2020-11,Front-Month Futures,2
2020-11-30,45.2,2020,11,Nov,2020-11,Spot,1
2020-11-30,45.34000015258789,2020,11,Nov,2020-11,Front-Month Futures,2
2020-12-01,44.54,2020,12,Dec,2020-12,Spot,1
2020-12-01,44.54999923706055,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-02,45.23,2020,12,Dec,2020-12,Spot,1
2020-12-02,45.279998779296875,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-03,45.65,2020,12,Dec,2020-12,Spot,1
2020-12-03,45.63999938964844,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-04,46.23,2020,12,Dec,2020-12,Spot,1
2020-12-04,46.2599983215332,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-07,45.72,2020,12,Dec,2020-12,Spot,1
2020-12-07,45.7599983215332,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-08,45.64,2020,12,Dec,2020-12,Spot,1
2020-12-08,45.599998474121094,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-09,45.48,2020,12,Dec,2020-12,Spot,1
2020-12-09,45.52000045776367,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-10,46.76,2020,12,Dec,2020-12,Spot,1
2020-12-10,46.779998779296875,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-11,46.59,2020,12,Dec,2020-12,Spot,1
2020-12-11,46.56999969482422,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-14,47.02,2020,12,Dec,2020-12,Spot,1
2020-12-14,46.9900016784668,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-15,47.58,2020,12,Dec,2020-12,Spot,1
2020-12-15,47.619998931884766,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-16,47.86,2020,12,Dec,2020-12,Spot,1
2020-12-16,47.81999969482422,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-17,48.34,2020,12,Dec,2020-12,Spot,1
2020-12-17,48.36000061035156,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-18,49.04,2020,12,Dec,2020-12,Spot,1
2020-12-18,49.099998474121094,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-21,47.79,2020,12,Dec,2020-12,Spot,1
2020-12-21,47.7400016784668,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-22,47.02,2020,12,Dec,2020-12,Spot,1
2020-12-22,47.02000045776367,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-23,47.94,2020,12,Dec,2020-12,Spot,1
2020-12-23,48.119998931884766,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-24,48.18,2020,12,Dec,2020-12,Spot,1
2020-12-24,48.22999954223633,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-28,47.5,2020,12,Dec,2020-12,Spot,1
2020-12-28,47.619998931884766,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-29,47.85,2020,12,Dec,2020-12,Spot,1
2020-12-29,48.0,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-30,48.24,2020,12,Dec,2020-12,Spot,1
2020-12-30,48.400001525878906,2020,12,Dec,2020-12,Front-Month Futures,2
2020-12-31,48.35,2020,12,Dec,2020-12,Spot,1
2020-12-31,48.52000045776367,2020,12,Dec,2020-12,Front-Month Futures,2
2021-01-04,47.47,2021,1,Jan,2021-01,Spot,1
2021-01-04,47.619998931884766,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-05,49.78,2021,1,Jan,2021-01,Spot,1
2021-01-05,49.93000030517578,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-06,50.45,2021,1,Jan,2021-01,Spot,1
2021-01-06,50.630001068115234,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-07,50.63,2021,1,Jan,2021-01,Spot,1
2021-01-07,50.83000183105469,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-08,52.14,2021,1,Jan,2021-01,Spot,1
2021-01-08,52.2400016784668,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-11,52.15,2021,1,Jan,2021-01,Spot,1
2021-01-11,52.25,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-12,53.08,2021,1,Jan,2021-01,Spot,1
2021-01-12,53.209999084472656,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-13,52.81,2021,1,Jan,2021-01,Spot,1
2021-01-13,52.90999984741211,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-14,53.47,2021,1,Jan,2021-01,Spot,1
2021-01-14,53.56999969482422,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-15,52.25,2021,1,Jan,2021-01,Spot,1
2021-01-15,52.36000061035156,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-19,52.87,2021,1,Jan,2021-01,Spot,1
2021-01-19,52.97999954223633,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-20,53.16,2021,1,Jan,2021-01,Spot,1
2021-01-20,53.2400016784668,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-21,53.0,2021,1,Jan,2021-01,Spot,1
2021-01-21,53.130001068115234,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-22,52.28,2021,1,Jan,2021-01,Spot,1
2021-01-22,52.27000045776367,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-25,52.78,2021,1,Jan,2021-01,Spot,1
2021-01-25,52.77000045776367,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-26,52.61,2021,1,Jan,2021-01,Spot,1
2021-01-26,52.61000061035156,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-27,52.81,2021,1,Jan,2021-01,Spot,1
2021-01-27,52.849998474121094,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-28,52.26,2021,1,Jan,2021-01,Spot,1
2021-01-28,52.34000015258789,2021,1,Jan,2021-01,Front-Month Futures,2
2021-01-29,52.16,2021,1,Jan,2021-01,Spot,1
2021-01-29,52.20000076293945,2021,1,Jan,2021-01,Front-Month Futures,2
2021-02-01,53.55,2021,2,Feb,2021-02,Spot,1
2021-02-01,53.54999923706055,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-02,54.77,2021,2,Feb,2021-02,Spot,1
2021-02-02,54.7599983215332,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-03,55.67,2021,2,Feb,2021-02,Spot,1
2021-02-03,55.689998626708984,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-04,56.19,2021,2,Feb,2021-02,Spot,1
2021-02-04,56.22999954223633,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-05,56.8,2021,2,Feb,2021-02,Spot,1
2021-02-05,56.849998474121094,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-08,57.95,2021,2,Feb,2021-02,Spot,1
2021-02-08,57.970001220703125,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-09,58.34,2021,2,Feb,2021-02,Spot,1
2021-02-09,58.36000061035156,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-10,58.69,2021,2,Feb,2021-02,Spot,1
2021-02-10,58.68000030517578,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-11,58.22,2021,2,Feb,2021-02,Spot,1
2021-02-11,58.2400016784668,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-12,59.5,2021,2,Feb,2021-02,Spot,1
2021-02-12,59.470001220703125,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-16,60.07,2021,2,Feb,2021-02,Spot,1
2021-02-16,60.04999923706055,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-17,61.09,2021,2,Feb,2021-02,Spot,1
2021-02-17,61.13999938964844,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-18,60.4,2021,2,Feb,2021-02,Spot,1
2021-02-18,60.52000045776367,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-19,59.12,2021,2,Feb,2021-02,Spot,1
2021-02-19,59.2400016784668,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-22,61.67,2021,2,Feb,2021-02,Spot,1
2021-02-22,61.4900016784668,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-23,61.66,2021,2,Feb,2021-02,Spot,1
2021-02-23,61.66999816894531,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-24,63.21,2021,2,Feb,2021-02,Spot,1
2021-02-24,63.220001220703125,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-25,63.43,2021,2,Feb,2021-02,Spot,1
2021-02-25,63.529998779296875,2021,2,Feb,2021-02,Front-Month Futures,2
2021-02-26,61.55,2021,2,Feb,2021-02,Spot,1
2021-02-26,61.5,2021,2,Feb,2021-02,Front-Month Futures,2
2021-03-01,60.54,2021,3,Mar,2021-03,Spot,1
2021-03-01,60.63999938964844,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-02,59.7,2021,3,Mar,2021-03,Spot,1
2021-03-02,59.75,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-03,61.33,2021,3,Mar,2021-03,Spot,1
2021-03-03,61.279998779296875,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-04,63.81,2021,3,Mar,2021-03,Spot,1
2021-03-04,63.83000183105469,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-05,66.08,2021,3,Mar,2021-03,Spot,1
2021-03-05,66.08999633789062,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-08,65.03,2021,3,Mar,2021-03,Spot,1
2021-03-08,65.05000305175781,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-09,64.02,2021,3,Mar,2021-03,Spot,1
2021-03-09,64.01000213623047,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-10,64.45,2021,3,Mar,2021-03,Spot,1
2021-03-10,64.44000244140625,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-11,66.02,2021,3,Mar,2021-03,Spot,1
2021-03-11,66.0199966430664,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-12,65.59,2021,3,Mar,2021-03,Spot,1
2021-03-12,65.61000061035156,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-15,65.36,2021,3,Mar,2021-03,Spot,1
2021-03-15,65.38999938964844,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-16,64.82,2021,3,Mar,2021-03,Spot,1
2021-03-16,64.80000305175781,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-17,64.55,2021,3,Mar,2021-03,Spot,1
2021-03-17,64.5999984741211,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-18,59.95,2021,3,Mar,2021-03,Spot,1
2021-03-18,60.0,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-19,61.43,2021,3,Mar,2021-03,Spot,1
2021-03-19,61.41999816894531,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-22,61.48,2021,3,Mar,2021-03,Spot,1
2021-03-22,61.54999923706055,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-23,57.75,2021,3,Mar,2021-03,Spot,1
2021-03-23,57.7599983215332,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-24,61.12,2021,3,Mar,2021-03,Spot,1
2021-03-24,61.18000030517578,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-25,58.47,2021,3,Mar,2021-03,Spot,1
2021-03-25,58.560001373291016,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-26,60.93,2021,3,Mar,2021-03,Spot,1
2021-03-26,60.970001220703125,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-29,61.49,2021,3,Mar,2021-03,Spot,1
2021-03-29,61.560001373291016,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-30,60.55,2021,3,Mar,2021-03,Spot,1
2021-03-30,60.54999923706055,2021,3,Mar,2021-03,Front-Month Futures,2
2021-03-31,59.19,2021,3,Mar,2021-03,Spot,1
2021-03-31,59.15999984741211,2021,3,Mar,2021-03,Front-Month Futures,2
2021-04-01,61.41,2021,4,Apr,2021-04,Spot,1
2021-04-01,61.45000076293945,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-05,58.73,2021,4,Apr,2021-04,Spot,1
2021-04-05,58.650001525878906,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-06,59.34,2021,4,Apr,2021-04,Spot,1
2021-04-06,59.33000183105469,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-07,59.77,2021,4,Apr,2021-04,Spot,1
2021-04-07,59.77000045776367,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-08,59.61,2021,4,Apr,2021-04,Spot,1
2021-04-08,59.599998474121094,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-09,59.29,2021,4,Apr,2021-04,Spot,1
2021-04-09,59.31999969482422,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-12,59.7,2021,4,Apr,2021-04,Spot,1
2021-04-12,59.70000076293945,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-13,60.2,2021,4,Apr,2021-04,Spot,1
2021-04-13,60.18000030517578,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-14,63.15,2021,4,Apr,2021-04,Spot,1
2021-04-14,63.150001525878906,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-15,63.42,2021,4,Apr,2021-04,Spot,1
2021-04-15,63.459999084472656,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-16,63.16,2021,4,Apr,2021-04,Spot,1
2021-04-16,63.130001068115234,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-19,63.33,2021,4,Apr,2021-04,Spot,1
2021-04-19,63.380001068115234,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-20,62.61,2021,4,Apr,2021-04,Spot,1
2021-04-20,62.439998626708984,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-21,61.34,2021,4,Apr,2021-04,Spot,1
2021-04-21,61.349998474121094,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-22,61.45,2021,4,Apr,2021-04,Spot,1
2021-04-22,61.43000030517578,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-23,62.18,2021,4,Apr,2021-04,Spot,1
2021-04-23,62.13999938964844,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-26,62.02,2021,4,Apr,2021-04,Spot,1
2021-04-26,61.90999984741211,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-27,63.03,2021,4,Apr,2021-04,Spot,1
2021-04-27,62.939998626708984,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-28,63.81,2021,4,Apr,2021-04,Spot,1
2021-04-28,63.86000061035156,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-29,65.0,2021,4,Apr,2021-04,Spot,1
2021-04-29,65.01000213623047,2021,4,Apr,2021-04,Front-Month Futures,2
2021-04-30,63.5,2021,4,Apr,2021-04,Spot,1
2021-04-30,63.58000183105469,2021,4,Apr,2021-04,Front-Month Futures,2
2021-05-03,64.46,2021,5,May,2021-05,Spot,1
2021-05-03,64.48999786376953,2021,5,May,2021-05,Front-Month Futures,2
2021-05-04,65.72,2021,5,May,2021-05,Spot,1
2021-05-04,65.69000244140625,2021,5,May,2021-05,Front-Month Futures,2
2021-05-05,65.63,2021,5,May,2021-05,Spot,1
2021-05-05,65.62999725341797,2021,5,May,2021-05,Front-Month Futures,2
2021-05-06,64.73,2021,5,May,2021-05,Spot,1
2021-05-06,64.70999908447266,2021,5,May,2021-05,Front-Month Futures,2
2021-05-07,64.96,2021,5,May,2021-05,Spot,1
2021-05-07,64.9000015258789,2021,5,May,2021-05,Front-Month Futures,2
2021-05-10,64.92,2021,5,May,2021-05,Spot,1
2021-05-10,64.91999816894531,2021,5,May,2021-05,Front-Month Futures,2
2021-05-11,65.31,2021,5,May,2021-05,Spot,1
2021-05-11,65.27999877929688,2021,5,May,2021-05,Front-Month Futures,2
2021-05-12,65.96,2021,5,May,2021-05,Spot,1
2021-05-12,66.08000183105469,2021,5,May,2021-05,Front-Month Futures,2
2021-05-13,63.82,2021,5,May,2021-05,Spot,1
2021-05-13,63.81999969482422,2021,5,May,2021-05,Front-Month Futures,2
2021-05-14,65.32,2021,5,May,2021-05,Spot,1
2021-05-14,65.37000274658203,2021,5,May,2021-05,Front-Month Futures,2
2021-05-17,66.24,2021,5,May,2021-05,Spot,1
2021-05-17,66.2699966430664,2021,5,May,2021-05,Front-Month Futures,2
2021-05-18,65.49,2021,5,May,2021-05,Spot,1
2021-05-18,65.48999786376953,2021,5,May,2021-05,Front-Month Futures,2
2021-05-19,63.28,2021,5,May,2021-05,Spot,1
2021-05-19,63.36000061035156,2021,5,May,2021-05,Front-Month Futures,2
2021-05-20,61.95,2021,5,May,2021-05,Spot,1
2021-05-20,62.04999923706055,2021,5,May,2021-05,Front-Month Futures,2
2021-05-21,63.61,2021,5,May,2021-05,Spot,1
2021-05-21,63.58000183105469,2021,5,May,2021-05,Front-Month Futures,2
2021-05-24,66.13,2021,5,May,2021-05,Spot,1
2021-05-24,66.05000305175781,2021,5,May,2021-05,Front-Month Futures,2
2021-05-25,66.27,2021,5,May,2021-05,Spot,1
2021-05-25,66.06999969482422,2021,5,May,2021-05,Front-Month Futures,2
2021-05-26,66.41,2021,5,May,2021-05,Spot,1
2021-05-26,66.20999908447266,2021,5,May,2021-05,Front-Month Futures,2
2021-05-27,66.87,2021,5,May,2021-05,Spot,1
2021-05-27,66.8499984741211,2021,5,May,2021-05,Front-Month Futures,2
2021-05-28,66.31,2021,5,May,2021-05,Spot,1
2021-05-28,66.31999969482422,2021,5,May,2021-05,Front-Month Futures,2
2021-06-01,67.8,2021,6,Jun,2021-06,Spot,1
2021-06-01,67.72000122070312,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-02,68.79,2021,6,Jun,2021-06,Spot,1
2021-06-02,68.83000183105469,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-03,68.81,2021,6,Jun,2021-06,Spot,1
2021-06-03,68.80999755859375,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-04,69.57,2021,6,Jun,2021-06,Spot,1
2021-06-04,69.62000274658203,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-07,69.21,2021,6,Jun,2021-06,Spot,1
2021-06-07,69.2300033569336,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-08,70.11,2021,6,Jun,2021-06,Spot,1
2021-06-08,70.05000305175781,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-09,69.9,2021,6,Jun,2021-06,Spot,1
2021-06-09,69.95999908447266,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-10,70.34,2021,6,Jun,2021-06,Spot,1
2021-06-10,70.29000091552734,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-11,71.0,2021,6,Jun,2021-06,Spot,1
2021-06-11,70.91000366210938,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-14,70.94,2021,6,Jun,2021-06,Spot,1
2021-06-14,70.87999725341797,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-15,72.06,2021,6,Jun,2021-06,Spot,1
2021-06-15,72.12000274658203,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-16,72.03,2021,6,Jun,2021-06,Spot,1
2021-06-16,72.1500015258789,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-17,71.06,2021,6,Jun,2021-06,Spot,1
2021-06-17,71.04000091552734,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-18,71.64,2021,6,Jun,2021-06,Spot,1
2021-06-18,71.63999938964844,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-21,73.64,2021,6,Jun,2021-06,Spot,1
2021-06-21,73.66000366210938,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-22,73.15,2021,6,Jun,2021-06,Spot,1
2021-06-22,73.05999755859375,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-23,73.11,2021,6,Jun,2021-06,Spot,1
2021-06-23,73.08000183105469,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-24,73.31,2021,6,Jun,2021-06,Spot,1
2021-06-24,73.30000305175781,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-25,74.21,2021,6,Jun,2021-06,Spot,1
2021-06-25,74.05000305175781,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-28,72.98,2021,6,Jun,2021-06,Spot,1
2021-06-28,72.91000366210938,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-29,73.14,2021,6,Jun,2021-06,Spot,1
2021-06-29,72.9800033569336,2021,6,Jun,2021-06,Front-Month Futures,2
2021-06-30,73.52,2021,6,Jun,2021-06,Spot,1
2021-06-30,73.47000122070312,2021,6,Jun,2021-06,Front-Month Futures,2
2021-07-01,75.33,2021,7,Jul,2021-07,Spot,1
2021-07-01,75.2300033569336,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-02,75.37,2021,7,Jul,2021-07,Spot,1
2021-07-02,75.16000366210938,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-06,73.62,2021,7,Jul,2021-07,Spot,1
2021-07-06,73.37000274658203,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-07,72.22,2021,7,Jul,2021-07,Spot,1
2021-07-07,72.19999694824219,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-08,72.98,2021,7,Jul,2021-07,Spot,1
2021-07-08,72.94000244140625,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-09,74.56,2021,7,Jul,2021-07,Spot,1
2021-07-09,74.55999755859375,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-12,74.21,2021,7,Jul,2021-07,Spot,1
2021-07-12,74.0999984741211,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-13,75.24,2021,7,Jul,2021-07,Spot,1
2021-07-13,75.25,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-14,73.06,2021,7,Jul,2021-07,Spot,1
2021-07-14,73.12999725341797,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-15,71.67,2021,7,Jul,2021-07,Spot,1
2021-07-15,71.6500015258789,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-16,71.76,2021,7,Jul,2021-07,Spot,1
2021-07-16,71.80999755859375,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-19,66.45,2021,7,Jul,2021-07,Spot,1
2021-07-19,66.41999816894531,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-20,67.32,2021,7,Jul,2021-07,Spot,1
2021-07-20,67.41999816894531,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-21,70.26,2021,7,Jul,2021-07,Spot,1
2021-07-21,70.30000305175781,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-22,72.15,2021,7,Jul,2021-07,Spot,1
2021-07-22,71.91000366210938,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-23,72.24,2021,7,Jul,2021-07,Spot,1
2021-07-23,72.06999969482422,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-26,72.15,2021,7,Jul,2021-07,Spot,1
2021-07-26,71.91000366210938,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-27,71.68,2021,7,Jul,2021-07,Spot,1
2021-07-27,71.6500015258789,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-28,72.37,2021,7,Jul,2021-07,Spot,1
2021-07-28,72.38999938964844,2021,7,Jul,2021-07,Front-Month Futures,2
2021-07-29,73.62,2021,7,Jul,2021-07,Spot,1
2021-07-29,73.62000274658203,2021,7,Jul,2021-07,Front-Month Futures,2
